"","sex","degree","income","marital","age","height","weight","wrkstat","wkvsfam","wealth","waypaid","realinc","realrinc","satjob","rincome","partyid","fefam","fechld","absingle"
"876",2,3,12,3,42,67,161,1,3,9,1,119879.41732,63560,1,12,0,4,1,NA
"877",1,3,12,1,45,72,195,1,3,6,2,54480,30645,2,12,6,2,2,2
"878",2,4,12,1,64,64,NA,2,3,NA,2,37455,NA,1,NA,3,3,2,NA
"879",2,1,9,3,83,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,7,4,3,NA
"880",2,4,12,1,49,65,139,1,2,7,1,45400,30645,1,12,0,4,1,1
"881",2,3,12,1,31,NA,NA,7,NA,NA,NA,37455,20430,1,12,5,4,1,NA
"882",2,3,12,1,42,67,120,2,2,8,2,30645,9647.5,2,11,5,2,3,NA
"883",2,1,11,5,25,63,135,1,4,1,2,10782.5,NA,1,NA,3,2,1,1
"884",1,3,12,1,47,72,188,1,2,7,1,24970,14755,1,12,5,3,3,NA
"885",2,2,12,1,48,68,140,2,2,7,2,63560,30645,3,12,4,4,2,2
"886",2,1,11,2,53,65,240,3,2,3,2,9647.5,9647.5,1,11,5,NA,NA,1
"887",1,3,12,3,57,76,240,1,3,7,2,54480,20430,1,12,1,3,2,NA
"888",2,1,11,2,84,NA,NA,7,NA,NA,NA,9647.5,NA,NA,NA,3,2,3,1
"889",2,1,9,2,83,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,1,NA,NA,1
"890",2,3,12,2,68,69,250,1,3,4,2,14755,10782.5,2,11,2,3,1,NA
"891",1,1,10,5,64,NA,NA,5,NA,NA,NA,7377.5,NA,NA,NA,5,NA,NA,2
"892",2,3,12,3,63,62,135,1,3,NA,2,14755,14755,2,12,0,4,1,NA
"893",2,1,9,2,70,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,1,NA,NA,1
"894",1,1,12,5,21,74,235,2,3,2,2,17025,NA,1,NA,2,NA,NA,1
"895",1,1,12,5,29,60,180,2,3,3,2,12485,8512.5,2,10,3,4,2,NA
"896",1,0,12,3,56,69,192,1,3,6,2,30645,30645,1,12,2,3,3,1
"897",1,1,12,5,27,NA,NA,6,NA,NA,NA,14755,12485,NA,12,1,4,2,1
"898",2,0,NA,1,53,NA,NA,7,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2
"899",1,1,NA,1,68,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA
"900",1,1,12,3,44,73,195,1,2,7,2,45400,45400,2,12,2,3,2,1
"901",2,0,12,1,68,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,0,NA,NA,2
"902",1,1,12,5,39,80,215,1,2,4,2,24970,24970,2,12,1,2,2,NA
"903",1,1,12,3,57,71,220,1,2,2,2,14755,14755,4,12,5,NA,NA,2
"904",1,1,12,5,25,60,130,1,1,6,1,14755,14755,1,12,3,3,2,NA
"905",2,1,9,5,42,NA,NA,8,NA,NA,NA,6242.5,1589,NA,3,3,3,2,2
"906",1,1,1,5,25,NA,NA,7,NA,NA,NA,227,NA,3,NA,3,NA,NA,2
"907",2,1,5,5,19,67,135,1,3,1,2,2497,908,2,2,3,3,3,NA
"908",2,1,NA,5,66,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,2,3,NA
"909",1,2,12,4,74,NA,NA,2,NA,9,NA,14755,NA,NA,NA,3,2,1,1
"910",2,4,12,3,69,NA,NA,8,NA,NA,NA,17025,NA,NA,NA,7,NA,NA,NA
"911",2,1,12,5,26,NA,NA,4,NA,NA,NA,12485,227,2,1,2,4,3,NA
"912",1,1,11,2,69,NA,NA,5,NA,NA,NA,10782.5,10782.5,NA,11,1,3,3,1
"913",2,1,12,1,27,60,130,1,3,2,2,24970,14755,2,12,1,4,1,NA
"914",1,1,12,5,53,72,185,3,3,7,10,24970,24970,1,12,3,3,2,NA
"915",1,1,12,3,35,70,190,1,4,2,1,24970,24970,2,12,3,4,1,NA
"916",2,1,12,1,32,64,135,1,2,4,2,30645,12485,2,12,1,4,1,2
"917",2,1,12,5,19,74,160,2,4,1,2,63560,NA,4,NA,7,NA,NA,1
"918",1,1,12,1,56,73,260,1,3,7,2,45400,17025,2,12,5,3,2,NA
"919",1,2,12,3,69,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,3,NA,NA,NA
"920",2,1,12,1,66,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,2,4,1,NA
"921",2,3,NA,2,69,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2
"922",1,1,12,5,43,73,180,1,4,1,6,17025,14755,2,12,3,3,2,1
"923",2,1,12,3,43,67,240,1,1,4,2,12485,12485,1,12,6,4,1,NA
"924",2,3,NA,1,44,65,NA,1,2,NA,1,NA,NA,1,NA,5,3,1,1
"925",1,3,12,2,58,72,200,1,3,9,1,63560,63560,2,12,0,4,1,1
"926",1,1,NA,1,38,70,300,1,2,NA,2,NA,NA,2,NA,7,3,3,NA
"927",2,3,12,1,49,65,155,1,3,10,5,54480,NA,2,NA,4,3,1,1
"928",1,1,12,1,51,72,208,1,3,2,1,45400,37455,3,12,5,3,2,NA
"929",2,4,12,1,59,69,NA,1,3,8,1,14755,14755,1,12,6,NA,NA,2
"930",1,2,8,3,68,NA,NA,5,NA,NA,NA,4086,NA,NA,NA,1,2,3,1
"931",1,4,12,1,73,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,5,NA,3,NA
"932",1,4,12,1,67,NA,NA,5,NA,NA,NA,45400,NA,NA,NA,5,NA,NA,1
"933",1,4,12,1,70,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,5,3,3,2
"934",2,3,12,1,61,67,138,1,2,7,1,37455,14755,1,12,6,NA,NA,2
"935",2,2,12,1,50,64,135,1,4,8,2,119879.41732,20430,1,12,4,1,1,NA
"936",1,3,12,1,67,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,0,NA,NA,1
"937",1,4,12,1,39,67,165,1,2,6,1,54480,54480,1,12,7,4,1,1
"938",2,4,12,1,48,64,115,2,2,9,2,72640,37455,1,12,4,NA,NA,2
"939",2,1,12,5,19,66,140,2,4,1,2,24970,908,2,2,6,3,3,2
"940",1,1,9,1,58,NA,NA,8,NA,NA,NA,6242.5,NA,NA,NA,2,2,3,NA
"941",2,2,12,4,54,62,218,1,3,8,2,30645,30645,1,12,2,4,2,NA
"942",1,0,1,5,20,NA,NA,6,NA,NA,NA,227,NA,NA,NA,2,NA,NA,2
"943",2,1,11,2,89,NA,NA,5,NA,NA,NA,9647.5,NA,NA,NA,0,2,2,NA
"944",2,0,NA,1,44,NA,NA,7,NA,NA,NA,NA,NA,1,NA,7,3,2,1
"945",1,1,12,1,59,70,215,1,2,8,2,37455,24970,1,12,3,NA,NA,2
"946",2,3,12,1,47,NA,NA,7,NA,NA,NA,17025,NA,4,NA,2,1,4,NA
"947",2,4,12,1,46,NA,NA,7,NA,NA,NA,14755,NA,1,NA,5,4,2,2
"948",1,1,12,1,55,65,160,1,3,NA,2,20430,10782.5,2,11,3,NA,NA,2
"949",1,1,NA,1,65,73,220,1,3,NA,2,NA,NA,2,NA,6,3,3,NA
"950",2,2,NA,5,23,65,140,1,4,NA,2,NA,NA,1,NA,3,4,1,1
"951",2,0,12,1,28,NA,NA,7,NA,NA,NA,14755,NA,2,NA,1,2,2,NA
"952",2,3,NA,2,76,63,188,2,3,2,6,NA,NA,1,NA,4,4,2,2
"953",1,3,12,4,45,69,188,1,2,9,1,24970,24970,2,12,0,NA,NA,1
"954",2,0,10,5,40,63,130,2,4,1,2,8512.5,NA,3,NA,3,NA,NA,2
"955",2,1,9,3,77,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,6,2,3,2
"956",1,4,12,5,74,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,2,NA,NA,1
"957",2,0,12,1,79,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,6,4,4,NA
"958",1,0,3,1,70,NA,NA,5,NA,NA,NA,1589,NA,NA,NA,1,4,1,2
"959",1,0,9,1,61,NA,NA,8,NA,NA,NA,5107.5,227,NA,1,1,NA,NA,1
"960",1,0,12,1,49,68,175,1,4,6,4,20430,20430,1,12,3,2,2,NA
"961",1,3,12,1,38,73,188,1,2,3,1,14755,14755,3,12,3,3,2,2
"962",2,3,12,5,25,63,115,1,3,4,1,14755,14755,2,12,5,NA,NA,1
"963",1,1,12,1,36,71,225,1,1,4,2,45400,30645,1,12,1,2,2,NA
"964",2,3,12,2,75,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,6,NA,NA,2
"965",1,1,12,1,22,70,135,1,4,14,2,37455,37455,3,12,4,3,3,NA
"966",1,1,12,1,45,73,235,1,1,8,2,24970,NA,2,NA,6,3,2,2
"967",2,1,10,5,26,66,224,2,4,3,2,8512.5,3405,1,7,5,NA,NA,2
"968",1,1,12,5,40,74,308,1,4,4,1,24970,24970,2,12,0,4,3,2
"969",2,1,9,4,26,62,220,1,1,2,2,45400,45400,2,12,3,NA,NA,2
"970",2,0,12,3,60,60,145,1,1,7,2,24970,12485,3,12,1,3,3,NA
"971",1,1,12,1,32,70,140,2,3,3,2,30645,30645,1,12,4,NA,NA,1
"972",2,1,12,3,54,64,167,1,2,5,1,37455,24970,1,12,1,4,1,NA
"973",1,0,12,5,27,67,178,1,2,3,2,20430,20430,3,12,3,2,1,NA
"974",2,2,11,5,27,69,250,1,4,3,2,10782.5,10782.5,2,11,3,NA,NA,1
"975",1,1,12,5,34,72,145,1,4,2,2,20430,20430,2,12,1,4,2,1
"976",2,3,12,1,37,NA,NA,7,NA,NA,NA,54480,NA,1,NA,4,NA,NA,2
"977",1,3,12,1,41,74,190,1,2,8,2,54480,54480,1,12,4,NA,NA,1
"978",2,1,12,3,32,67,178,1,2,7,4,119879.41732,151050.72136,1,12,4,4,1,NA
"979",1,4,9,5,43,NA,NA,4,NA,NA,NA,6242.5,NA,2,NA,1,3,2,1
"980",1,4,12,1,42,74,215,1,2,7,1,54480,37455,1,12,4,NA,NA,1
"981",1,3,12,1,57,68,161,1,2,8,2,37455,24970,2,12,4,2,3,NA
"982",2,3,12,1,43,71,240,1,3,8,1,54480,20430,2,12,1,3,2,2
"983",1,4,12,5,41,NA,NA,8,NA,NA,NA,30645,NA,NA,NA,5,NA,NA,1
"984",1,1,5,5,77,NA,NA,5,NA,NA,NA,2497,NA,NA,NA,1,1,2,2
"985",1,3,12,1,46,72,210,1,1,10,1,72640,54480,2,12,1,4,2,NA
"986",2,4,12,5,50,63,190,1,2,7,6,45400,45400,1,12,5,4,1,1
"987",1,3,12,5,25,69,170,1,3,6,2,45400,2497,2,5,5,4,2,1
"988",2,3,12,1,37,63,164,1,2,3,1,119879.41732,45400,1,12,5,4,1,NA
"989",2,1,12,1,60,70,198,2,4,8,10,54480,227,2,1,6,NA,NA,2
"990",1,1,12,1,57,70,181,2,2,4,2,37455,6242.5,3,9,5,3,2,NA
"991",2,1,8,1,38,NA,NA,7,NA,NA,NA,4086,NA,NA,NA,3,1,1,NA
"992",1,1,12,5,25,70,250,2,3,2,2,37455,6242.5,2,9,3,3,2,NA
"993",1,3,12,5,34,NA,NA,4,NA,NA,NA,24970,3405,2,7,0,4,1,1
"994",1,1,12,1,65,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,6,4,2,NA
"995",2,1,12,5,34,65,120,1,4,2,2,20430,20430,2,12,3,1,4,1
"996",2,1,10,5,34,68,NA,2,3,2,2,7377.5,7377.5,2,10,7,NA,NA,1
"997",2,1,6,5,40,NA,NA,4,NA,NA,NA,2951,NA,2,NA,3,NA,NA,1
"998",2,1,12,5,26,64,185,1,4,2,1,17025,NA,1,NA,1,3,3,NA
"999",2,1,10,5,23,67,135,1,3,2,2,8512.5,6242.5,2,9,2,NA,NA,1
"1000",2,1,12,5,24,62,200,1,4,2,2,17025,17025,3,12,4,4,2,1
"1001",2,2,12,1,28,60,115,2,3,6,1,45400,NA,2,NA,7,2,3,NA
"1002",2,2,12,4,56,NA,NA,7,NA,NA,NA,45400,NA,4,NA,1,3,1,NA
"1003",1,3,12,1,84,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,6,NA,NA,2
"1004",2,3,11,3,42,60,119,2,3,1,2,10782.5,5107.5,1,9,2,NA,NA,2
"1005",1,3,NA,5,44,66,140,1,2,NA,1,NA,NA,1,NA,2,3,2,NA
"1006",1,4,12,3,51,73,139,3,1,4,2,119879.41732,45400,2,12,NA,3,3,NA
"1007",1,3,12,3,61,71,210,1,3,6,2,24970,20430,1,12,2,NA,NA,1
"1008",2,3,12,1,37,68,130,3,2,9,1,72640,37455,1,12,1,NA,NA,1
"1009",1,3,12,3,39,67,185,1,1,2,1,20430,20430,2,12,5,4,1,NA
"1010",1,4,12,4,65,71,172,1,3,8,5,119879.41732,151050.72136,1,12,4,3,3,NA
"1011",2,1,12,2,39,63,129,2,2,1,2,12485,8512.5,2,10,0,3,1,1
"1012",2,1,12,5,26,60,155,1,4,2,2,12485,12485,1,12,5,NA,NA,2
"1013",2,3,12,1,55,64,190,1,1,8,1,45400,37455,3,12,6,3,2,NA
"1014",2,4,12,1,51,66,148,1,2,7,1,54480,37455,1,12,6,3,2,2
"1015",2,3,12,5,50,64,195,1,2,9,1,45400,45400,1,12,1,4,1,NA
"1016",1,2,12,1,61,72,165,1,1,7,1,30645,20430,1,12,4,NA,NA,2
"1017",2,1,12,5,19,NA,NA,1,NA,9,NA,119879.41732,1589,NA,3,5,3,1,2
"1018",2,1,12,5,42,65,140,1,2,6,1,20430,20430,3,12,0,4,3,NA
"1019",1,1,12,1,30,62,190,1,3,4,2,14755,14755,1,12,2,3,1,1
"1020",2,4,10,5,60,NA,NA,7,NA,NA,NA,8512.5,NA,3,NA,0,NA,NA,2
"1021",2,2,12,5,46,66,244,1,2,4,2,20430,20430,2,12,0,4,2,NA
"1022",2,1,12,5,35,62,195,1,4,3,2,20430,10782.5,1,11,1,3,2,NA
"1023",2,1,10,2,75,NA,NA,5,NA,NA,NA,7377.5,NA,NA,NA,0,3,2,2
"1024",2,0,8,1,35,NA,NA,5,NA,NA,NA,4086,NA,NA,NA,2,NA,NA,2
"1025",1,3,12,1,34,74,180,1,2,9,2,119879.41732,151050.72136,1,12,5,3,3,2
"1026",1,2,12,3,58,72,215,1,3,8,2,54480,45400,1,12,6,3,2,NA
"1027",1,1,12,2,55,72,185,1,1,10,1,119879.41732,63560,1,12,6,1,3,1
"1028",1,3,12,2,86,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,2,NA,NA,1
"1029",1,1,12,5,54,68,180,1,4,7,2,20430,20430,1,12,6,4,2,1
"1030",2,3,12,3,44,63,170,1,3,7,1,24970,24970,2,12,5,2,2,NA
"1031",1,1,12,5,55,71,185,1,3,9,1,119879.41732,45400,1,12,4,4,1,1
"1032",2,2,11,2,58,NA,NA,7,NA,NA,NA,9647.5,NA,1,NA,1,NA,NA,2
"1033",1,1,12,3,54,68,235,1,2,6,2,30645,24970,4,12,6,NA,NA,2
"1034",2,3,12,4,31,63,210,2,3,2,2,17025,17025,1,12,4,NA,NA,1
"1035",1,2,9,5,51,62,125,1,4,1,2,5107.5,908,1,2,4,4,1,2
"1036",1,0,12,5,39,73,180,1,2,4,2,20430,20430,1,12,2,4,3,NA
"1037",2,1,12,2,86,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,1,NA,NA,1
"1038",1,3,12,3,54,71,167,1,3,7,1,37455,37455,1,12,5,3,2,NA
"1039",1,1,NA,5,26,NA,NA,7,NA,NA,NA,NA,NA,2,NA,3,3,3,2
"1040",2,4,12,1,37,71,185,1,2,12,1,54480,37455,1,12,2,4,1,1
"1041",1,3,12,3,45,72,240,1,3,9,1,119879.41732,151050.72136,2,12,5,NA,NA,2
"1042",2,1,12,1,70,NA,NA,5,NA,NA,NA,72640,NA,NA,NA,1,4,1,1
"1043",1,4,12,1,43,69,135,1,2,7,1,45400,30645,1,12,2,4,2,1
"1044",1,1,11,5,23,71,170,1,1,4,10,9647.5,9647.5,1,11,3,4,1,NA
"1045",2,3,12,5,42,66,178,2,1,4,2,20430,12485,3,12,0,4,4,1
"1046",2,2,11,2,86,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,2,3,2,NA
"1047",2,1,12,4,72,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,6,NA,NA,2
"1048",2,4,12,3,55,NA,NA,4,NA,NA,NA,12485,227,1,1,1,NA,NA,1
"1049",1,0,9,2,69,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,1,NA,NA,2
"1050",2,0,NA,2,89,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,2,3,NA
"1051",1,0,9,4,68,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,0,4,2,2
"1052",2,1,12,5,45,68,NA,2,4,3,1,12485,12485,3,12,6,1,2,NA
"1053",2,1,11,5,18,NA,NA,4,NA,NA,NA,10782.5,NA,NA,NA,1,2,2,2
"1054",1,1,9,5,22,79,332,1,1,3,2,5107.5,5107.5,3,9,0,4,3,NA
"1055",2,1,12,1,66,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,4,NA,NA,1
"1056",1,1,9,3,66,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,0,2,2,1
"1057",1,0,12,5,21,69,130,1,4,2,2,14755,6242.5,1,9,4,NA,NA,1
"1058",1,1,12,1,65,69,165,1,3,7,2,14755,14755,1,12,5,3,2,NA
"1059",1,1,11,1,29,72,250,2,3,2,2,10782.5,NA,1,NA,7,3,3,2
"1060",2,1,12,1,50,66,178,2,4,4,1,24970,1589,1,3,2,3,2,NA
"1061",1,1,12,3,65,65,183,2,4,5,2,17025,5107.5,2,9,5,2,3,2
"1062",1,0,6,3,53,72,160,2,3,1,2,2951,227,2,1,3,NA,NA,1
"1063",2,1,12,1,32,NA,NA,7,NA,NA,NA,24970,NA,2,NA,4,3,1,2
"1064",2,1,12,3,47,70,195,1,3,6,1,30645,14755,2,12,6,2,2,NA
"1065",1,1,11,1,58,72,170,1,3,4,2,9647.5,9647.5,2,11,1,3,2,2
"1066",2,1,12,3,44,60,150,1,2,3,2,30645,30645,1,12,5,NA,NA,2
"1067",1,0,7,3,50,NA,NA,8,NA,NA,NA,3405,NA,NA,NA,4,3,3,NA
"1068",1,2,12,3,51,69,200,1,3,1,1,30645,30645,2,12,4,NA,NA,2
"1069",2,1,12,2,53,62,150,1,2,6,1,24970,24970,2,12,5,3,2,1
"1070",2,2,12,5,44,64,175,1,1,1,2,14755,5107.5,2,9,1,NA,NA,2
"1071",1,1,12,5,40,NA,NA,4,NA,NA,NA,30645,NA,2,NA,6,3,2,NA
"1072",2,0,11,5,56,NA,NA,7,NA,NA,NA,10782.5,NA,1,NA,3,3,2,NA
"1073",2,1,2,3,52,NA,NA,7,NA,NA,NA,908,227,2,1,0,3,2,NA
"1074",2,1,10,2,65,63,160,2,3,3,10,8512.5,227,1,1,0,3,1,2
"1075",2,1,12,1,37,66,200,1,2,7,1,37455,12485,2,12,4,NA,NA,2
"1076",1,3,12,1,50,70,225,1,2,7,1,72640,24970,1,12,4,3,2,NA
"1077",2,1,10,3,27,NA,NA,3,NA,9,NA,8512.5,8512.5,NA,10,5,3,1,NA
"1078",2,3,12,1,49,69,200,1,3,9,1,63560,24970,2,12,0,4,1,1
"1079",1,0,1,5,41,66,160,1,4,2,2,227,NA,2,NA,4,NA,NA,1
"1080",1,2,12,1,72,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,0,3,3,2
"1081",1,1,12,3,42,76,300,1,4,4,2,54480,14755,2,12,3,NA,NA,2
"1082",1,1,12,5,24,71,200,1,4,3,2,14755,14755,2,12,2,4,1,1
"1083",1,0,12,5,31,67,220,2,3,4,12,20430,12485,1,12,2,1,1,NA
"1084",2,1,12,1,33,65,130,1,4,NA,2,12485,12485,1,12,3,NA,NA,2
"1085",2,1,12,3,69,59,195,2,4,5,2,17025,6242.5,1,9,0,NA,NA,1
"1086",2,3,12,3,46,64,115,1,2,8,1,30645,30645,1,12,3,4,2,NA
"1087",2,1,12,1,71,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,1,3,2,2
"1088",2,1,11,5,22,NA,NA,6,NA,NA,NA,10782.5,NA,NA,NA,4,NA,NA,2
"1089",1,1,12,1,53,77,260,1,1,9,10,37455,24970,1,12,6,3,2,NA
"1090",1,4,12,1,30,75,215,1,3,8,1,54480,30645,2,12,5,4,1,NA
"1091",1,3,12,1,61,73,230,1,3,8,1,54480,45400,1,12,6,2,2,2
"1092",1,4,12,1,39,68,140,1,3,9,1,63560,45400,2,12,5,NA,NA,1
"1093",1,3,NA,1,27,NA,NA,1,3,NA,1,NA,NA,1,NA,4,4,1,NA
"1094",1,3,12,3,71,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,4,3,2,2
"1095",2,1,12,1,60,68,195,1,4,8,1,119879.41732,37455,1,12,6,NA,NA,2
"1096",1,3,12,3,47,73,268,1,3,7,4,30645,24970,2,12,2,NA,NA,1
"1097",1,1,12,1,33,73,160,1,3,8,1,63560,20430,1,12,1,NA,NA,2
"1098",1,3,12,5,29,69,185,1,4,1,2,14755,14755,2,12,0,4,2,1
"1099",2,1,12,3,60,67,205,1,3,6,1,20430,20430,2,12,NA,3,2,2
"1100",2,1,12,5,27,NA,NA,7,NA,NA,NA,12485,12485,3,12,3,NA,NA,2
"1101",1,1,12,5,30,NA,NA,4,NA,NA,NA,14755,2497,3,5,3,3,2,2
"1102",2,0,11,5,24,63,185,2,3,3,2,9647.5,908,2,2,2,NA,NA,2
"1103",1,1,NA,5,57,68,200,1,3,NA,9,NA,NA,1,NA,3,3,2,NA
"1104",1,1,11,5,19,69,150,2,3,3,2,9647.5,NA,2,NA,4,3,2,1
"1105",1,1,12,5,55,71,200,1,3,4,1,20430,20430,3,12,4,NA,NA,1
"1106",2,1,12,3,75,67,170,2,4,7,2,24970,24970,2,12,1,3,2,NA
"1107",1,1,12,1,50,67,260,1,2,8,1,63560,37455,1,12,2,3,2,2
"1108",1,2,12,1,70,70,200,1,4,7,2,30645,9647.5,2,11,5,NA,NA,2
"1109",1,3,12,3,65,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,1,3,3,1
"1110",2,3,11,1,28,63,225,1,3,3,2,9647.5,NA,1,NA,2,NA,NA,1
"1111",2,1,12,1,57,64,232,1,1,2,2,45400,17025,3,12,1,4,3,1
"1112",1,3,12,1,48,NA,NA,7,NA,NA,NA,17025,4086,1,8,7,4,2,NA
"1113",2,1,NA,5,18,65,157,1,NA,1,8,NA,NA,1,NA,3,NA,NA,2
"1114",1,1,12,1,27,73,223,1,3,3,2,20430,5107.5,2,9,4,3,1,NA
"1115",1,1,12,1,41,67,155,2,4,2,2,12485,227,2,1,7,3,2,1
"1116",2,4,12,5,69,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,3,1,4,NA
"1117",2,1,12,5,32,62,165,3,1,1,4,12485,10782.5,2,11,1,4,4,2
"1118",2,1,1,5,21,NA,NA,7,NA,NA,NA,227,NA,1,NA,3,2,3,NA
"1119",2,1,12,5,30,65,170,1,3,2,2,12485,12485,2,12,7,4,2,2
"1120",2,1,9,3,66,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,2,NA,NA,1
"1121",2,1,12,3,59,65,185,1,1,6,4,17025,2951,1,6,4,2,2,NA
"1122",2,1,12,5,22,59,135,1,4,1,2,14755,2951,2,6,7,4,1,2
"1123",1,2,12,5,31,67,260,1,3,1,1,14755,14755,1,12,0,4,1,1
"1124",2,3,12,3,50,NA,NA,7,NA,NA,NA,14755,10782.5,3,11,3,2,1,NA
"1125",1,1,10,5,21,69,153,2,4,3,2,8512.5,2043,1,4,6,4,2,2
"1126",1,3,12,1,29,72,170,2,3,5,1,24970,20430,2,12,1,NA,NA,2
"1127",2,1,4,5,21,65,130,2,3,1,2,2043,2043,1,4,4,4,2,NA
"1128",2,1,12,5,21,NA,NA,6,NA,NA,NA,30645,1589,NA,3,0,NA,NA,1
"1129",1,3,11,5,25,73,130,2,4,3,2,10782.5,NA,2,NA,0,4,2,NA
"1130",1,2,12,5,22,NA,NA,6,NA,NA,NA,37455,30645,NA,12,5,3,2,1
"1131",1,1,NA,5,23,76,217,3,4,1,10,NA,NA,2,NA,2,NA,NA,1
"1132",1,1,12,5,21,NA,NA,6,NA,NA,NA,119879.41732,NA,NA,NA,0,4,1,1
"1133",1,1,9,5,21,NA,NA,4,NA,NA,NA,6242.5,908,1,2,1,NA,NA,1
"1134",1,3,12,1,55,74,195,1,4,13,1,119879.41732,151050.72136,3,12,2,4,2,NA
"1135",1,4,12,1,63,72,215,1,2,8,10,37455,20430,1,12,6,NA,NA,2
"1136",2,1,12,2,86,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,4,4,1,2
"1137",1,0,12,1,40,76,289,1,3,5,10,54480,24970,1,12,6,NA,NA,2
"1138",1,1,12,1,42,71,186,1,2,5,9,20430,14755,1,12,3,3,3,NA
"1139",2,1,11,4,64,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,6,NA,NA,2
"1140",2,3,12,3,72,NA,NA,5,NA,NA,NA,119879.41732,151050.72136,NA,12,0,3,1,1
"1141",1,2,12,1,84,NA,NA,5,NA,NA,NA,12485,908,NA,2,0,2,2,NA
"1142",2,2,12,5,30,64,205,1,2,3,2,17025,17025,2,12,3,3,2,NA
"1143",1,1,11,5,33,77,185,1,4,2,2,9647.5,9647.5,3,11,3,4,1,1
"1144",1,1,12,2,76,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,7,NA,NA,NA
"1145",1,4,12,5,28,69,145,1,4,3,1,30645,30645,2,12,2,3,2,NA
"1146",2,3,12,5,23,NA,NA,6,NA,NA,NA,12485,9647.5,NA,11,4,NA,NA,1
"1147",2,0,12,1,30,NA,NA,7,NA,NA,NA,24970,NA,2,NA,1,3,2,NA
"1148",2,1,11,5,29,62,155,1,3,1,2,9647.5,NA,1,NA,1,2,2,1
"1149",1,0,NA,3,23,69,210,2,3,1,2,NA,7377.5,2,10,3,NA,NA,1
"1150",1,3,9,5,85,68,174,1,1,10,6,6242.5,NA,1,NA,1,3,1,NA
"1151",1,0,12,1,58,NA,NA,4,NA,NA,NA,45400,37455,1,12,3,2,3,2
"1152",1,1,12,2,86,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,2,NA,NA,1
"1153",1,4,12,1,82,NA,NA,5,NA,NA,NA,63560,227,NA,1,5,2,3,NA
"1154",1,1,11,1,50,70,240,1,4,1,2,10782.5,10782.5,2,11,0,2,3,2
"1155",1,1,12,5,55,68,201,1,3,7,2,45400,45400,2,12,3,4,2,NA
"1156",2,3,12,3,41,64,165,1,3,NA,4,45400,24970,2,12,2,3,1,1
"1157",1,1,12,5,22,69,138,2,1,3,2,45400,8512.5,2,10,7,NA,NA,1
"1158",1,2,12,1,28,71,190,1,3,6,1,54480,24970,1,12,6,2,2,NA
"1159",2,1,12,3,87,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,0,4,2,1
"1160",1,3,12,1,64,66,138,1,2,8,1,54480,24970,1,12,6,4,2,NA
"1161",2,0,12,5,18,NA,NA,6,NA,NA,NA,119879.41732,NA,NA,NA,4,4,2,NA
"1162",2,1,NA,1,73,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,3,2,NA
"1163",2,1,NA,1,68,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA
"1164",2,4,12,1,51,66,165,1,1,10,1,119879.41732,151050.72136,1,12,6,4,1,2
"1165",1,3,12,1,67,74,200,1,2,10,4,54480,54480,1,12,7,NA,NA,1
