Student_ID,Gender,Age,Program,Year_of_Study,Math_Score,English_Score,Data_Skills_PreTest,Attendance_Pct,Study_Hours_Per_Week,Parental_Education,Family_Income_Level,Has_Internet_At_Home,Uses_Learning_Apps,Participates_in_Group_Work,Previous_CGPA,Distance_From_Campus_km,Scholarship_Status,Final_Grade,At_Risk
STUD0548,Female,19,Education,4,61.8,70.4,86.9,70.9,5,Secondary,High,TRUE,FALSE,TRUE,2.71,4.6,FALSE,51.2,0
STUD0549,Female,19,Business,1,49,65.8,41.5,83,7,Diploma,Low,TRUE,TRUE,TRUE,3.16,2,FALSE,50,0
STUD0550,Female,21,Computer Science,4,75.8,58.4,75.5,69.2,6,Degree,Low,FALSE,TRUE,TRUE,3.52,2,FALSE,58.1,0
STUD0551,Female,21,Business,3,51.5,52.9,65,74.7,5,Secondary,Medium,TRUE,TRUE,FALSE,2.38,18.9,FALSE,44.4,1
STUD0552,Female,20,Nursing,2,54,69.1,48.5,65,6,Secondary,Low,FALSE,TRUE,FALSE,3.12,12.1,FALSE,47.6,1
STUD0553,Female,17,Nursing,2,69.3,60.1,69.5,79.1,8,Secondary,Low,TRUE,FALSE,TRUE,3.37,0.5,FALSE,57.2,0
STUD0554,Female,21,Business,4,69.8,72.2,35.4,99.5,9,None,High,TRUE,FALSE,FALSE,3.38,22.9,FALSE,54.5,0
STUD0555,Female,21,Business,4,55.8,58.6,60.5,100,9,Diploma,High,TRUE,TRUE,TRUE,2.85,1,FALSE,57.8,0
STUD0556,Male,20,Business,3,21,40.9,26.3,46.4,9,Degree,Low,TRUE,TRUE,FALSE,1.43,8.5,FALSE,29.8,1
STUD0557,Male,22,Business,3,51.7,56.4,22.3,64,9,Secondary,Medium,TRUE,TRUE,TRUE,2.52,6.4,FALSE,45.6,1
STUD0558,Male,20,Computer Science,4,67.4,72.9,89,100,5,Degree,High,TRUE,TRUE,TRUE,3.41,0.5,TRUE,64.3,0
STUD0559,Female,23,Education,4,75.3,60,42.7,81.6,7,None,Medium,TRUE,TRUE,TRUE,2.86,2.8,FALSE,44.7,1
STUD0560,Female,23,Education,3,63.8,54.2,25.1,68,10,Diploma,Low,FALSE,FALSE,FALSE,2.79,12,FALSE,43.6,1
STUD0561,Female,18,Agriculture,1,57.8,74.3,58.8,84.8,8,Secondary,Medium,FALSE,TRUE,TRUE,3.35,2.9,FALSE,52.5,0
STUD0562,Male,19,Education,3,99.4,100,73.1,99.5,7,Secondary,High,TRUE,TRUE,FALSE,4.8,5.2,FALSE,79.2,0
STUD0563,Male,17,Business,1,59.4,60.6,39.2,100,9,Secondary,High,TRUE,TRUE,TRUE,3.07,9.6,TRUE,57.8,0
STUD0564,Male,24,Business,2,74.2,86.7,63.7,78.7,9,Secondary,Low,FALSE,TRUE,TRUE,4.17,0.6,FALSE,75.2,0
STUD0565,Male,25,Business,2,45,44.3,33.6,79.4,7,Diploma,Low,FALSE,TRUE,FALSE,2.48,14.3,FALSE,37.9,1
STUD0566,Female,20,Business,3,48.6,48.9,41.4,84.8,6,Diploma,High,TRUE,TRUE,TRUE,3.41,0.5,TRUE,48.5,1
STUD0567,Male,22,Computer Science,1,74.7,84.4,63.2,57.4,7,Secondary,Low,FALSE,TRUE,TRUE,3.23,2.4,FALSE,61.1,0
STUD0568,Male,25,Business,3,80.7,81.4,60,82.7,10,Degree,Medium,TRUE,FALSE,FALSE,3.94,11.5,FALSE,73.4,0
STUD0569,Female,22,Nursing,3,59.2,76.6,43.5,70.4,6,Secondary,Low,FALSE,TRUE,TRUE,3.11,19.4,FALSE,54.5,0
STUD0570,Male,25,Education,1,37.3,52,9,75.1,9,Diploma,Low,FALSE,FALSE,TRUE,2.23,11.4,TRUE,36,1
STUD0571,Female,20,Computer Science,3,62.5,52.4,51.6,90.8,9,None,Medium,TRUE,FALSE,TRUE,3.35,2.1,TRUE,54.6,0
STUD0572,Female,24,Business,2,67.8,67.9,47,64.1,3,Secondary,Low,FALSE,FALSE,TRUE,3.3,34,FALSE,54.8,0
STUD0573,Male,25,Nursing,4,66.5,76.9,3.6,87.2,7,Secondary,High,TRUE,TRUE,TRUE,3.4,4.3,FALSE,56.4,0
STUD0574,Female,20,Computer Science,4,56.5,57.6,74.1,85.1,10,Diploma,Low,TRUE,TRUE,FALSE,3.11,3.8,TRUE,65.2,0
STUD0575,Female,21,Nursing,3,62.7,59.8,71.5,82.5,5,Diploma,High,TRUE,FALSE,TRUE,3.14,16,FALSE,65,0
STUD0576,Female,24,Nursing,1,53.8,62.1,25.6,90.2,9,Secondary,High,TRUE,FALSE,TRUE,2.98,0.5,FALSE,46.2,1
STUD0577,Male,22,Education,1,48.3,48.4,19.5,74.2,7,None,Low,TRUE,TRUE,TRUE,2.32,6.5,FALSE,33.4,1
STUD0578,Female,23,Agriculture,2,76.3,73.8,65.6,80.5,4,Secondary,Medium,FALSE,TRUE,TRUE,3.5,27,FALSE,55.9,0
STUD0579,Female,19,Nursing,1,66.5,65.5,65.6,88.7,7,Diploma,Low,FALSE,TRUE,TRUE,3.26,0.8,FALSE,60.7,0
STUD0580,Male,23,Nursing,1,62.7,57.7,53.7,75.6,7,Diploma,Medium,TRUE,TRUE,FALSE,2.67,6.2,TRUE,58.1,0
STUD0581,Male,24,Business,2,57.4,69.2,37,81.3,9,Secondary,Medium,TRUE,FALSE,TRUE,3.35,1.1,TRUE,52,0
STUD0582,Female,22,Computer Science,3,62.3,68.8,62.7,100,4,None,Low,TRUE,TRUE,TRUE,3.36,17.7,TRUE,55.3,0
STUD0583,Female,25,Computer Science,4,67.4,61.9,82.2,69.9,7,Diploma,Medium,TRUE,TRUE,FALSE,3.05,7.1,FALSE,51,0
STUD0584,Male,22,Education,2,90.9,79.4,33.5,100,10,None,Medium,TRUE,TRUE,TRUE,3.73,2.1,FALSE,74.5,0
STUD0585,Female,25,Computer Science,3,74.8,67.2,70.1,100,6,None,High,TRUE,TRUE,TRUE,3.7,2.9,FALSE,62.6,0
STUD0586,Male,20,Education,2,55,51.6,59.1,71.9,5,None,Low,TRUE,TRUE,TRUE,2.23,5.8,TRUE,40.7,1
STUD0587,Male,24,Nursing,3,55.2,41.1,62.7,85.3,7,Secondary,Medium,TRUE,FALSE,TRUE,2.73,10.3,TRUE,50,0
STUD0588,Male,20,Nursing,2,52.8,51.9,72,73.8,7,Diploma,Low,FALSE,FALSE,TRUE,2.95,5.3,FALSE,51.6,0
STUD0589,Male,18,Business,3,62,56,12.2,87.6,11,Diploma,High,TRUE,FALSE,TRUE,3.64,1.7,TRUE,54.5,0
STUD0590,Male,25,Nursing,2,52.8,57.8,36,89.5,10,Secondary,Low,FALSE,TRUE,TRUE,3.01,9.9,FALSE,44.4,1
STUD0591,Male,21,Nursing,3,72.1,72.7,38.8,97.7,5,Diploma,Medium,TRUE,TRUE,TRUE,4.12,1,TRUE,66.6,0
STUD0592,Female,20,Education,2,25.3,32.2,44.7,80.8,3,Secondary,Low,FALSE,TRUE,TRUE,2.07,13.3,TRUE,42.2,1
STUD0593,Male,18,Computer Science,4,73,72.6,83.5,97.6,1,Degree,Medium,TRUE,FALSE,TRUE,3.68,4,TRUE,66.6,0
STUD0594,Male,17,Business,4,69.1,56.9,55.2,93.9,5,Diploma,High,TRUE,FALSE,FALSE,3.59,8.5,FALSE,61,0
STUD0595,Female,23,Business,1,83.9,74.1,79,94.8,6,Diploma,Medium,TRUE,TRUE,FALSE,4.24,3.4,FALSE,73.9,0
STUD0596,Male,22,Education,3,78.2,65.9,23.5,67.3,6,Secondary,Medium,TRUE,TRUE,TRUE,3.57,8.8,FALSE,50.2,0
STUD0597,Female,18,Business,2,54.7,65.3,48.4,98,13,None,Medium,TRUE,FALSE,TRUE,3.23,17.6,FALSE,49.5,1
STUD0598,Male,24,Computer Science,3,76.5,72,65,100,6,Secondary,High,TRUE,TRUE,FALSE,3.55,9.7,TRUE,62.6,0
STUD0599,Male,20,Business,4,62.5,61.4,40.7,58.8,11,Diploma,Medium,FALSE,FALSE,TRUE,2.55,8.9,FALSE,40.3,1
STUD0600,Male,24,Nursing,3,36,40.3,31.8,63.6,7,None,High,TRUE,FALSE,FALSE,2.13,11.3,FALSE,38.7,1
STUD0601,Male,23,Business,2,67.4,62.1,48.2,82.9,11,Degree,Medium,TRUE,FALSE,TRUE,3.65,5.5,FALSE,65,0
STUD0602,Male,21,Agriculture,3,55.6,76.7,58.2,70.5,11,Degree,Medium,TRUE,TRUE,TRUE,2.86,2,FALSE,51,0
STUD0603,Male,24,Nursing,2,65,59,22.3,90.5,6,Diploma,Low,FALSE,TRUE,FALSE,2.87,13.5,TRUE,48.6,1
STUD0604,Male,25,Agriculture,4,89.8,83.7,63.7,87.1,5,Degree,Medium,TRUE,TRUE,FALSE,4.54,8.4,TRUE,69,0
STUD0605,Male,21,Agriculture,4,68.4,64.9,41.2,68.1,11,Secondary,Low,FALSE,FALSE,TRUE,3.13,3,FALSE,64,0
STUD0606,Male,21,Nursing,4,49.7,59.4,33,79.1,4,None,High,TRUE,TRUE,FALSE,2.23,2.6,FALSE,43.4,1
STUD0607,Male,18,Business,1,79.5,81,17.4,100,10,None,Medium,TRUE,TRUE,TRUE,3.53,5.5,FALSE,66.9,0
STUD0608,Male,21,Computer Science,4,70.4,63.7,70,83.3,8,Diploma,High,TRUE,TRUE,FALSE,3.46,1.9,FALSE,60.9,0
STUD0609,Female,19,Education,3,48,60.9,34.1,85.1,9,None,Low,FALSE,TRUE,TRUE,2.73,16.8,FALSE,32.4,1
STUD0610,Female,23,Business,1,40.9,77.1,23.5,62.8,4,Degree,Low,TRUE,FALSE,TRUE,2.81,12.4,FALSE,41.4,1
STUD0611,Male,21,Education,4,50.3,60.9,53.5,96.7,8,None,High,TRUE,FALSE,FALSE,2.95,2.9,TRUE,58.4,0
STUD0612,Female,24,Education,3,77.5,87.7,47.6,86,6,Secondary,Low,FALSE,FALSE,TRUE,3.89,0.5,FALSE,61.9,0
STUD0613,Female,17,Agriculture,3,60.5,66.1,62.7,76.1,8,Degree,Medium,TRUE,FALSE,TRUE,3.63,0.5,FALSE,59.1,0
STUD0614,Male,19,Nursing,3,66.2,55.4,57.9,96.5,15,Secondary,High,FALSE,TRUE,TRUE,3.31,2.8,FALSE,68,0
STUD0615,Female,19,Nursing,2,44.9,54.7,33.5,72.5,7,Secondary,Medium,TRUE,FALSE,TRUE,2.91,1.3,FALSE,46.7,1
STUD0616,Female,25,Education,1,77.9,68.5,39.3,68.8,10,Diploma,Low,TRUE,TRUE,TRUE,3.47,16.5,FALSE,53.8,0
STUD0617,Male,21,Computer Science,3,34.8,39.9,56.6,78.8,10,Secondary,High,TRUE,TRUE,TRUE,1.9,4.4,FALSE,45.8,1
STUD0618,Male,25,Computer Science,2,55.2,57.4,53.1,75.5,12,Secondary,Low,TRUE,TRUE,TRUE,3.51,3.4,FALSE,55,0
STUD0619,Female,25,Education,4,71.3,66.2,51.9,100,9,Secondary,High,TRUE,FALSE,FALSE,4.21,2,FALSE,67.4,0
STUD0620,Female,17,Computer Science,3,48.2,43.3,75,66.3,9,Secondary,Low,FALSE,TRUE,TRUE,2.38,14.7,FALSE,47,1
STUD0621,Male,18,Computer Science,2,74.2,96.6,61.6,90.2,5,Degree,Medium,TRUE,FALSE,TRUE,3.96,12.6,FALSE,63.9,0
STUD0622,Male,21,Agriculture,3,52,64.3,59.5,76.6,7,Degree,Low,TRUE,FALSE,FALSE,3.26,3.9,TRUE,55.7,0
STUD0623,Male,20,Business,1,46.6,55.4,38.9,70.2,16,Secondary,Medium,TRUE,TRUE,TRUE,2.68,1.5,FALSE,49.4,1
STUD0624,Female,25,Education,1,84.3,76.5,67.2,97.7,6,Secondary,Low,FALSE,TRUE,TRUE,4.2,24.3,TRUE,66.5,0
STUD0625,Female,23,Computer Science,4,67.3,77.4,66.2,87.7,11,Secondary,High,TRUE,FALSE,TRUE,3.32,3,FALSE,55.4,0
STUD0626,Male,22,Business,3,72.8,89.4,21.7,84.1,15,Degree,Medium,TRUE,TRUE,FALSE,4.44,11.8,FALSE,59.8,0
STUD0627,Male,23,Computer Science,2,80.3,80,86.3,83.8,13,Secondary,Low,TRUE,FALSE,TRUE,3.97,5,FALSE,64.6,0
STUD0628,Female,17,Agriculture,4,25.7,41.6,51.6,67.6,9,Secondary,Medium,TRUE,TRUE,FALSE,2.19,12.2,TRUE,36.7,1
STUD0629,Male,17,Education,3,74.5,84.4,28,84.5,7,Diploma,Medium,TRUE,FALSE,FALSE,4.13,5.3,FALSE,64.3,0
STUD0630,Male,24,Education,4,53.6,58.6,37.8,64.9,9,Degree,Low,FALSE,FALSE,TRUE,2.99,20.8,FALSE,37.1,1
STUD0631,Female,18,Education,2,55.6,62.7,30.1,82.1,10,Secondary,Low,FALSE,TRUE,FALSE,3.02,12.9,FALSE,51.6,0
STUD0632,Female,25,Computer Science,4,71.6,77.9,69.9,78.3,6,Secondary,Medium,TRUE,TRUE,TRUE,4,2.4,FALSE,65.4,0
STUD0633,Female,23,Business,4,59.6,56.9,7.5,79.9,10,Secondary,Low,TRUE,TRUE,TRUE,3.26,4.5,FALSE,42,1
STUD0634,Female,22,Business,4,73.9,48.6,50,74.9,8,None,Low,TRUE,TRUE,TRUE,3.04,0.8,TRUE,55.3,0
STUD0635,Male,17,Business,3,64.4,59.3,14.1,55.3,4,Diploma,Low,TRUE,FALSE,TRUE,2.35,18.7,TRUE,48.9,1
STUD0636,Male,17,Computer Science,2,67.5,73.2,72.3,87.7,5,Diploma,Medium,FALSE,TRUE,FALSE,3.4,0.6,FALSE,64.1,0
STUD0637,Female,18,Business,1,57.6,66.6,52.4,79.4,10,Diploma,Medium,TRUE,FALSE,FALSE,2.95,0.5,FALSE,64.5,0
STUD0638,Male,22,Business,3,49,67.8,23.2,77.7,6,None,Low,FALSE,FALSE,TRUE,2.88,5.5,FALSE,47.2,1
STUD0639,Male,22,Nursing,1,53.9,53.4,57.6,100,12,None,High,TRUE,FALSE,TRUE,2.89,7.4,FALSE,60,0
STUD0640,Male,18,Education,1,63.5,78.9,62.4,85.8,8,Secondary,High,TRUE,TRUE,FALSE,3.56,2,FALSE,71.5,0
STUD0641,Male,17,Education,3,92.6,82.4,37,83.5,11,Secondary,Low,FALSE,TRUE,TRUE,3.97,6.8,TRUE,68.9,0
STUD0642,Male,21,Business,3,87.1,83.3,53.8,99.2,10,Diploma,Low,FALSE,FALSE,TRUE,4.58,18.1,FALSE,79.5,0
STUD0643,Male,21,Business,2,55.2,67.2,71.5,100,12,Secondary,High,TRUE,FALSE,TRUE,3.5,7.9,TRUE,63.6,0
STUD0644,Male,18,Education,2,65.9,50.7,27.7,85,6,None,Medium,TRUE,TRUE,FALSE,2.89,4.9,FALSE,56.6,0
STUD0645,Male,22,Education,4,60.7,51.4,60.5,100,8,Secondary,Low,FALSE,TRUE,TRUE,3.12,1.2,TRUE,50.7,0
STUD0646,Female,25,Education,1,67,54.8,31,76.6,11,Secondary,Medium,TRUE,TRUE,TRUE,3.26,1.5,TRUE,51.7,0
STUD0647,Female,18,Nursing,2,68.9,77.1,45.1,87.4,3,Secondary,Medium,TRUE,FALSE,TRUE,3.01,5.3,FALSE,70.3,0
STUD0648,Female,18,Education,4,72.9,65.7,33.8,76.5,6,Degree,Low,TRUE,FALSE,FALSE,3.45,5,FALSE,45.5,1
STUD0649,Female,19,Agriculture,2,21.5,58.2,34.5,75.7,12,None,Medium,TRUE,TRUE,TRUE,1.75,5.9,FALSE,34.9,1
STUD0650,Female,23,Business,3,70.5,67.3,38.5,100,10,Diploma,Medium,TRUE,FALSE,FALSE,4.05,5.7,TRUE,71.4,0
STUD0651,Male,22,Agriculture,2,59,45.7,34.2,73.8,10,Secondary,Medium,TRUE,TRUE,TRUE,2.66,3.3,FALSE,45.8,1
STUD0652,Female,24,Nursing,1,54.4,50.9,42.6,76.7,4,Secondary,High,TRUE,FALSE,FALSE,3,9.5,FALSE,47,1
STUD0653,Female,24,Education,2,76.9,72.3,66,68.6,7,Degree,Low,FALSE,FALSE,FALSE,3.08,1.9,FALSE,64.8,0
STUD0654,Female,22,Nursing,1,87,82.4,20.2,68,12,Secondary,Medium,TRUE,FALSE,FALSE,4.03,15.3,FALSE,66.6,0
STUD0655,Male,19,Computer Science,3,75.3,60.4,58.2,96.5,11,Diploma,Medium,TRUE,FALSE,FALSE,3.21,1.7,FALSE,59.6,0
STUD0656,Male,19,Agriculture,1,57.2,65,25.6,100,7,Secondary,Medium,TRUE,TRUE,TRUE,3.15,4.3,TRUE,44.5,1
STUD0657,Male,17,Business,2,48.9,62.7,26.7,80.6,5,Diploma,Low,FALSE,FALSE,FALSE,3.1,1.9,FALSE,42.2,1
STUD0658,Male,23,Computer Science,4,19.9,30.5,67.9,54.4,8,Diploma,Low,FALSE,FALSE,TRUE,1.72,7.7,FALSE,31,1
STUD0659,Female,21,Business,3,67.7,85.3,64.4,100,8,Degree,Low,TRUE,FALSE,TRUE,3.94,5.2,TRUE,60.8,0
STUD0660,Female,20,Agriculture,2,73.7,63.9,40.7,82.6,7,Degree,Low,TRUE,TRUE,TRUE,3.27,3.8,FALSE,52,0
STUD0661,Male,20,Computer Science,3,63.5,53.1,58,62.7,7,Diploma,Low,FALSE,TRUE,FALSE,2.5,5.2,FALSE,50,0
STUD0662,Female,20,Business,3,79,57.1,47.3,100,8,Secondary,Medium,TRUE,TRUE,TRUE,3.8,4.4,TRUE,56.9,0
STUD0663,Female,22,Business,2,45.2,64.3,38.7,77.5,9,Diploma,Low,FALSE,TRUE,TRUE,2.52,15.5,FALSE,56.3,0
STUD0664,Male,24,Nursing,2,62.4,62.7,64.8,91.3,4,Diploma,Medium,FALSE,TRUE,FALSE,2.98,1.1,TRUE,55.3,0
STUD0665,Male,24,Education,4,61.2,57,26.7,76.4,5,None,Low,TRUE,TRUE,TRUE,3.35,12.6,FALSE,40.9,1
STUD0666,Male,21,Computer Science,3,63.3,48.3,66.2,76,9,Secondary,Low,TRUE,FALSE,TRUE,3.07,8.5,FALSE,59.4,0
STUD0667,Male,22,Computer Science,3,82.5,70.6,68.3,97.7,8,Degree,Low,FALSE,FALSE,FALSE,3.41,3.4,TRUE,83,0
STUD0668,Male,20,Business,2,63.4,86.9,25.8,77.6,6,Secondary,Low,FALSE,TRUE,FALSE,3.44,20.1,FALSE,53.8,0
STUD0669,Male,25,Education,1,60.6,39.9,36.7,84.9,4,Secondary,Medium,TRUE,TRUE,TRUE,2.68,1.6,TRUE,47.9,1
STUD0670,Male,24,Agriculture,2,50.9,49.3,22,96.6,3,Degree,Low,TRUE,FALSE,FALSE,2.66,3,TRUE,51.9,0
STUD0671,Male,17,Computer Science,3,84.9,93.9,65.5,100,8,Secondary,High,TRUE,TRUE,TRUE,4.14,3.8,TRUE,71.5,0
STUD0672,Female,18,Business,2,43.5,63.6,17,95.9,6,Secondary,High,TRUE,FALSE,TRUE,3.28,8.3,FALSE,56.6,0
STUD0673,Male,25,Computer Science,4,56.7,53.3,78.7,60.5,7,Diploma,Medium,TRUE,FALSE,FALSE,3.25,23.4,FALSE,44.3,1
STUD0674,Female,24,Computer Science,1,90.4,81.3,81.2,95.5,6,Secondary,Medium,FALSE,TRUE,FALSE,4.07,7.2,FALSE,72.5,0
STUD0675,Male,19,Education,2,72,72.8,33,90.6,14,Diploma,Low,TRUE,FALSE,FALSE,3.72,15.5,FALSE,55.8,0
STUD0676,Female,24,Education,4,64.7,65.2,62.5,90.5,11,Secondary,Medium,TRUE,TRUE,FALSE,2.95,18.8,FALSE,53.4,0
STUD0677,Male,17,Business,3,65.3,82,50,76.4,7,Secondary,Medium,TRUE,TRUE,FALSE,3.93,5,FALSE,55.4,0
STUD0678,Male,20,Agriculture,2,50.8,58.9,68.3,82.2,8,Secondary,Low,FALSE,FALSE,TRUE,2.66,5.1,FALSE,55.5,0
STUD0679,Female,19,Business,3,64,74.7,38,70.9,6,Degree,Low,TRUE,FALSE,TRUE,3.08,2.3,FALSE,58,0
STUD0680,Female,22,Agriculture,4,59.8,62.7,28.9,99.8,12,Secondary,Low,FALSE,FALSE,FALSE,3.57,7.4,TRUE,58.6,0
STUD0681,Female,23,Nursing,3,67.7,45.3,42.7,85.4,6,Secondary,Medium,TRUE,FALSE,FALSE,3.07,1,FALSE,44,1
STUD0682,Male,20,Business,4,42.4,38.5,34.1,55.4,9,None,Medium,FALSE,FALSE,TRUE,2.29,8,FALSE,39.9,1
STUD0683,Male,23,Nursing,4,71,57.7,52.4,79.1,4,Secondary,Low,FALSE,FALSE,TRUE,3.35,17.9,FALSE,54.6,0
STUD0684,Female,25,Business,4,80.2,70.7,17.9,81.3,8,Secondary,Medium,TRUE,FALSE,FALSE,3.61,11.4,FALSE,53.5,0
STUD0685,Female,18,Computer Science,2,61.9,82.9,83.5,86.7,10,None,Medium,TRUE,FALSE,FALSE,3.78,8.4,FALSE,64.6,0
STUD0686,Female,19,Business,3,74.7,73.4,72.1,92.8,8,Diploma,Medium,TRUE,TRUE,FALSE,3.15,14.6,TRUE,73.2,0
STUD0687,Female,21,Computer Science,3,69.7,65.7,81.4,75.1,5,Secondary,Low,TRUE,FALSE,TRUE,3.7,10.5,FALSE,59.6,0
STUD0688,Male,19,Business,1,55.9,70.9,37.1,69.8,7,Diploma,Medium,TRUE,TRUE,TRUE,2.94,6,FALSE,54.1,0
STUD0689,Female,24,Business,1,49.1,40,13.9,93.1,9,Diploma,Medium,TRUE,TRUE,FALSE,2.93,5.9,TRUE,48.1,1
STUD0690,Male,24,Computer Science,1,51.2,50.8,97.1,58.8,1,Secondary,Medium,FALSE,TRUE,TRUE,2.54,0.9,FALSE,55,0
STUD0691,Male,24,Computer Science,1,69.4,60.3,67.2,75.4,12,Secondary,Medium,TRUE,TRUE,FALSE,2.65,4.6,FALSE,55.1,0
STUD0692,Male,25,Agriculture,3,64.2,67.5,35.6,65.5,8,Diploma,Medium,TRUE,TRUE,TRUE,3.15,5.9,FALSE,49.3,1
STUD0693,Female,20,Business,4,84.1,84.4,45.9,96,8,Diploma,Low,FALSE,TRUE,FALSE,3.41,5.1,FALSE,67.6,0
STUD0694,Male,21,Computer Science,4,76.9,75.8,68.7,93.3,7,Secondary,Medium,TRUE,FALSE,FALSE,3.87,12,FALSE,63.5,0
STUD0695,Male,21,Business,2,76.8,76,32.4,100,6,Degree,High,TRUE,TRUE,FALSE,3.84,1.4,FALSE,57.5,0
STUD0696,Female,24,Business,4,68.9,62.8,19.7,70.2,7,None,Medium,TRUE,TRUE,FALSE,2.76,12.7,FALSE,49.6,1
STUD0697,Male,23,Business,3,50.6,58.5,47.8,56.5,10,None,Low,FALSE,FALSE,FALSE,2.68,10.8,FALSE,42.2,1
STUD0698,Female,25,Agriculture,3,69.9,58.5,45.3,84.3,9,Secondary,Low,FALSE,FALSE,FALSE,3.13,18.5,FALSE,53.2,0
STUD0699,Male,24,Business,3,66,71.3,38,100,5,Degree,High,TRUE,TRUE,FALSE,3.42,3.7,TRUE,56.9,0
STUD0700,Female,18,Education,2,47.9,48.7,39.5,73.7,7,Diploma,Low,FALSE,FALSE,FALSE,1.77,1.6,TRUE,40.3,1
STUD0701,Female,20,Nursing,1,83.1,63.7,64.5,93.8,8,Diploma,Low,TRUE,FALSE,FALSE,3.32,11.4,TRUE,63,0
STUD0702,Male,22,Nursing,4,81.5,74.3,50.2,70.3,10,Secondary,Low,TRUE,TRUE,FALSE,3.38,7.1,FALSE,58.6,0
STUD0703,Male,18,Computer Science,3,47.8,34.6,56,76.4,12,Secondary,High,TRUE,FALSE,TRUE,2.1,10,FALSE,54.9,0
STUD0704,Male,23,Computer Science,3,55.4,73,68.3,78.4,5,Secondary,Low,FALSE,FALSE,FALSE,2.91,45.8,FALSE,65,0
STUD0705,Male,19,Computer Science,1,56.8,67,99.9,75.4,9,Degree,Medium,TRUE,FALSE,FALSE,2.84,1.7,FALSE,58.1,0
STUD0706,Female,19,Business,3,74.1,72.9,56,92,5,None,Medium,TRUE,TRUE,FALSE,3.67,4.2,TRUE,60,0
STUD0707,Male,18,Business,4,72.4,52.2,30.7,98.9,8,Secondary,Low,FALSE,TRUE,TRUE,2.53,1.7,TRUE,52.7,0
STUD0708,Female,24,Business,2,65.7,57.4,60.4,89.8,9,Secondary,High,TRUE,TRUE,TRUE,3.82,15.8,TRUE,59.9,0
STUD0709,Male,22,Agriculture,3,69.1,66.9,48.2,80.8,7,Degree,Medium,TRUE,TRUE,TRUE,3.13,0.5,FALSE,55.9,0
STUD0710,Female,17,Nursing,4,45.7,49.8,24.1,72.9,9,Secondary,Medium,TRUE,TRUE,TRUE,2.45,1.2,TRUE,41.9,1
STUD0711,Female,17,Computer Science,3,70.7,50.5,57.6,89.2,7,Secondary,High,TRUE,TRUE,TRUE,3.36,2.3,FALSE,60.8,0
STUD0712,Female,23,Education,1,63.5,49.9,62.1,88.9,3,Secondary,High,TRUE,TRUE,FALSE,3.48,11.8,FALSE,50.5,0
STUD0713,Male,24,Education,3,54.8,55.1,55.2,58.1,5,Degree,Medium,FALSE,TRUE,FALSE,2.41,7.9,FALSE,43.6,1
STUD0714,Male,21,Education,3,42,37.4,12.6,59.6,9,Degree,Low,FALSE,TRUE,TRUE,2.35,3.9,FALSE,27.2,1
STUD0715,Male,21,Business,2,65.4,78,52.2,88.7,4,Diploma,High,TRUE,TRUE,FALSE,3.23,1.4,FALSE,57.2,0
STUD0716,Female,20,Nursing,1,70.4,72.2,38.5,97.5,12,Secondary,Medium,TRUE,TRUE,FALSE,3.95,3.1,TRUE,61.5,0
STUD0717,Female,22,Education,1,39.5,40.6,11.1,90.6,7,Secondary,High,TRUE,FALSE,TRUE,2.63,10.9,FALSE,39.3,1
STUD0718,Female,22,Business,2,65.3,75.9,56.7,85,3,Degree,High,TRUE,FALSE,FALSE,3.02,3.8,TRUE,64.8,0
STUD0719,Male,19,Nursing,3,66.8,74.8,57.3,83.7,8,Secondary,Low,FALSE,TRUE,TRUE,3.6,5,TRUE,55.9,0
STUD0720,Female,25,Education,4,56.7,61.9,44.4,85.6,4,Secondary,High,TRUE,TRUE,FALSE,2.56,7.5,FALSE,43,1
STUD0721,Female,23,Computer Science,1,70.7,67,81.6,89.8,10,Secondary,Low,FALSE,TRUE,FALSE,3.26,19.5,TRUE,64.6,0
STUD0722,Male,17,Education,1,63,59.8,70.1,81.7,10,Degree,Medium,TRUE,FALSE,FALSE,2.74,2.3,FALSE,55.9,0
STUD0723,Male,23,Computer Science,3,69.2,61.1,71.8,77.3,10,Secondary,Low,FALSE,TRUE,FALSE,3.24,4.8,TRUE,63.5,0
STUD0724,Female,21,Agriculture,3,73,55.4,55.9,91.3,8,Diploma,High,TRUE,TRUE,TRUE,3.64,3,FALSE,59.4,0
STUD0725,Female,21,Computer Science,1,73,84.1,79.9,77.3,4,Degree,Medium,TRUE,TRUE,FALSE,3.19,5,FALSE,71,0
STUD0726,Female,18,Education,3,80.3,67.9,66.8,89.5,7,Secondary,Medium,TRUE,TRUE,TRUE,3.76,9.5,FALSE,63.8,0
STUD0727,Male,20,Business,4,70.1,67.3,50.8,95.6,8,Secondary,High,TRUE,TRUE,FALSE,3.43,5.3,FALSE,57.6,0
STUD0728,Female,22,Agriculture,1,57.8,50.6,24.5,69,9,Degree,Medium,TRUE,FALSE,FALSE,2.45,14.4,FALSE,47.9,1
STUD0729,Male,23,Computer Science,4,55.3,55.6,69.5,81.9,3,Degree,Medium,FALSE,TRUE,TRUE,2.68,6.4,FALSE,54.9,0
STUD0730,Male,21,Computer Science,4,49.1,82.9,58.7,85.7,7,Degree,High,TRUE,FALSE,FALSE,3.37,3.9,FALSE,53.9,0
STUD0731,Male,25,Computer Science,3,67.3,58.1,100,80.5,10,Diploma,Medium,TRUE,FALSE,TRUE,3.47,12.2,TRUE,65.9,0
